battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
677,1,1.3,0,2,0,7,0.5,80,2,0,219,493,935,5,5,8,0,1,0,0
1499,1,1.7,1,6,1,30,0.4,166,4,6,842,1049,1131,11,5,11,1,1,1,1
1719,1,2.4,1,10,1,46,0.8,180,5,13,958,1413,2454,15,5,12,1,1,1,2
2384,1,3.3,1,11,1,46,1.2,174,6,15,1133,1860,4015,19,4,16,1,1,1,3
1071,1,0.6,1,4,0,11,0.4,90,1,4,547,453,795,12,3,10,0,1,0,0
1198,1,1.7,1,5,1,19,0.6,128,2,8,657,1075,1958,8,6,10,1,1,1,1
1539,1,2.2,1,6,1,20,0.7,138,5,14,1087,1038,2750,9,4,10,1,1,1,2
3096,1,3.1,1,10,1,59,0.9,197,7,18,1040,1596,3873,10,7,15,1,1,1,3
519,0,1.4,1,2,0,15,0.5,132,2,2,437,601,1144,7,3,12,0,1,1,0
1187,1,1.2,1,4,1,26,0.7,123,4,8,538,1059,1322,12,4,9,1,1,1,1
1850,1,2.2,1,11,1,39,0.9,171,5,8,718,1102,2375,16,7,10,1,1,1,2
2412,1,2.6,1,10,1,50,0.9,177,6,17,1342,1535,3900,18,6,19,1,1,1,3
1071,0,1.3,1,3,0,13,0.3,120,2,2,274,825,980,12,4,11,0,1,1,0
1235,1,2.0,1,4,0,11,0.7,164,3,6,882,1099,1916,11,6,13,1,1,1,1
1643,1,2.0,1,10,1,42,1.0,153,4,9,1017,1321,2447,15,4,19,1,1,1,2
3005,1,2.2,1,11,1,38,0.8,172,6,16,1056,1823,3454,10,4,15,1,1,1,3
623,0,1.3,1,3,0,7,0.4,92,1,4,475,915,532,7,4,6,0,1,0,0
1489,1,1.5,1,5,1,12,0.7,150,2,6,866,1010,1716,13,5,12,1,1,1,1
1688,1,2.4,1,5,1,29,1.0,185,5,14,954,1564,1812,17,6,17,1,1,1,2
2227,1,2.8,1,10,1,43,1.1,181,7,16,1328,1945,3663,14,7,17,1,1,1,3
1087,0,1.2,1,4,0,4,0.4,124,1,7,570,698,1009,13,5,7,0,1,0,0
1035,1,1.9,1,3,1,10,0.4,160,4,6,700,1135,1899,9,2,15,1,1,1,1
1530,1,1.6,1,10,1,18,0.7,175,5,14,772,1265,1848,11,4,14,1,1,1,2
2997,1,2.4,1,12,1,39,1.2,150,7,15,1177,1563,3596,17,6,14,1,1,1,3
917,0,1.3,0,3,0,5,0.2,103,1,3,289,967,1270,8,2,5,0,1,0,0
1423,1,1.9,1,2,1,17,0.7,138,4,8,793,1069,1495,15,4,10,1,1,1,1
2015,1,1.6,1,11,1,23,0.6,198,5,12,1059,1485,2579,9,6,19,1,1,1,2
3255,1,3.0,1,14,1,33,0.7,197,7,19,1162,1569,3828,11,4,17,1,1,1,3
782,1,1.5,1,2,0,6,0.3,98,3,6,364,727,531,7,2,8,0,0,0,0
1304,1,1.3,1,2,0,11,0.5,135,3,8,486,1205,1117,9,2,10,1,1,1,1
2065,1,2.0,1,7,1,38,0.6,193,4,11,1058,1595,2320,10,7,14,1,1,1,2
3074,1,3.4,1,14,1,43,0.8,192,6,13,1310,1613,3189,14,5,15,1,1,1,3
676,0,0.5,1,1,0,15,0.1,114,2,3,480,602,846,7,3,8,0,0,0,0
1289,1,2.1,1,5,0,26,0.5,158,3,7,401,1059,1656,16,4,16,1,1,1,1
1902,1,2.3,1,5,1,34,0.7,146,4,13,821,1507,2287,15,4,13,1,1,1,2
3323,1,3.3,1,12,1,35,1.0,147,7,14,1046,1709,4054,14,7,16,1,1,1,3
655,1,0.7,0,4,0,5,0.5,93,1,2,440,505,575,13,4,12,0,0,0,0
1385,1,2.0,1,6,0,26,0.7,143,3,4,525,1248,1167,16,6,13,1,1,1,1
1948,1,1.9,1,9,1,17,0.9,149,4,10,1089,1166,2598,16,7,10,1,1,1,2
3322,1,3.1,1,12,1,45,0.8,141,7,12,1237,1480,3291,11,7,14,1,1,1,3
544,1,0.9,0,4,0,6,0.4,97,3,3,268,530,1224,6,2,5,0,1,1,0
1142,1,2.2,1,3,0,16,0.7,138,4,6,855,892,1730,14,4,12,1,1,1,1
1919,1,2.4,1,12,1,41,0.7,164,5,8,799,1089,1885,11,6,15,1,1,1,2
3272,1,2.9,1,10,1,38,0.9,172,7,17,1195,1548,3352,17,4,18,1,1,1,3
951,1,1.1,1,3,0,15,0.1,142,3,7,443,794,1244,10,4,14,0,0,1,0
1147,1,1.9,1,1,0,29,0.4,160,2,5,450,817,1074,15,3,12,1,1,1,1
2042,1,2.0,1,12,1,18,0.7,156,4,11,663,1287,1949,14,7,15,1,1,1,2
2677,1,2.5,1,14,1,44,1.0,160,6,12,1249,1872,3790,12,6,15,1,1,1,3
577,1,1.1,0,3,0,11,0.2,104,2,6,252,489,738,10,3,10,0,1,1,0
1456,1,1.8,1,6,1,23,0.7,133,3,7,435,1276,1658,13,2,8,1,1,1,1
1602,1,2.4,1,8,1,21,0.8,163,4,10,718,1048,2528,11,3,14,1,1,1,2
3426,1,2.4,1,12,1,46,1.3,147,6,18,1003,1840,3263,19,4,12,1,1,1,3
582,1,0.7,0,2,0,5,0.5,92,1,0,467,483,857,8,4,13,0,0,1,0
1069,1,1.2,1,4,1,24,0.7,132,3,8,767,1377,1745,10,5,11,1,1,1,1
1844,1,2.3,1,8,1,41,0.9,166,5,12,1054,1482,2399,9,5,15,1,1,1,2
2188,1,3.0,1,10,1,58,1.4,178,7,12,1038,1600,4003,14,4,14,1,1,1,3
903,0,0.9,0,0,0,15,0.5,148,1,7,246,766,648,12,5,7,0,1,0,0
1013,1,1.4,1,4,0,14,0.7,166,3,5,642,1154,1993,9,4,14,1,1,1,1
1710,1,1.6,1,5,1,32,0.9,160,5,14,671,1450,2711,14,6,19,1,1,1,2
2626,1,2.6,1,11,1,56,0.9,151,6,16,1109,1447,3642,15,4,14,1,1,1,3
1013,1,0.6,1,0,0,5,0.3,114,3,2,384,535,376,13,3,12,0,0,1,0
1030,1,2.1,1,1,1,17,0.7,130,4,6,616,1058,1562,8,3,11,1,1,1,1
2073,1,2.3,1,11,1,31,0.6,156,5,11,986,1095,1955,15,4,11,1,1,1,2
3297,1,3.0,1,13,1,50,1.4,143,7,18,1000,1980,3302,19,5,17,1,1,1,3
1001,1,1.2,0,2,0,15,0.2,129,2,5,567,632,426,10,4,5,0,1,0,0
1083,1,1.5,1,5,1,23,0.4,127,2,4,588,1148,1129,8,4,16,1,1,1,1
2062,1,1.6,1,9,1,27,1.0,190,5,10,728,1170,2868,17,5,16,1,1,1,2
3037,1,2.3,1,10,1,63,1.0,186,6,15,1255,1497,4059,12,7,16,1,1,1,3
667,1,0.6,0,1,0,4,0.4,147,1,2,486,660,621,11,2,11,0,1,0,0
1094,1,1.3,1,2,1,27,0.7,140,4,7,471,1239,1302,15,4,8,1,1,1,1
1905,1,2.3,1,7,1,26,0.7,154,4,14,881,1170,2814,11,5,13,1,1,1,2
2184,1,2.2,1,13,1,48,1.2,148,7,18,1035,1718,3595,14,4,17,1,1,1,3
819,0,0.6,1,2,0,6,0.2,82,2,1,336,532,569,5,4,6,0,1,0,0
1200,1,2.0,1,2,1,10,0.6,123,2,4,619,838,1645,8,2,11,1,1,1,1
1679,1,2.2,1,7,1,42,0.8,189,4,13,1067,1423,2325,14,6,11,1,1,1,2
3490,1,2.3,1,10,1,37,0.8,161,7,17,1332,1894,3214,16,6,13,1,1,1,3
855,0,1.0,0,0,0,12,0.4,91,3,4,590,828,760,12,2,7,0,1,1,0
1431,1,1.9,1,6,1,13,0.8,122,4,4,831,960,1101,13,3,17,1,1,1,1
1809,1,1.8,1,10,1,18,0.9,173,5,8,1043,1343,2045,13,3,10,1,1,1,2
2928,1,2.9,1,12,1,36,1.1,143,6,13,1094,1860,3358,14,6,12,1,1,1,3
981,1,1.1,0,4,0,12,0.5,147,1,6,504,546,1175,13,5,5,0,1,0,0
1160,1,1.6,1,1,1,25,0.7,159,3,8,537,1037,1189,9,4,11,1,1,1,1
1484,1,1.6,1,9,1,35,1.0,187,4,14,901,1012,2931,14,5,12,1,1,1,2
2511,1,3.2,1,12,1,39,1.2,195,7,13,1064,1493,3691,19,5,12,1,1,1,3
661,0,1.4,0,3,0,8,0.5,130,2,3,461,433,584,13,3,10,0,0,1,0
1153,1,2.0,1,3,0,10,0.7,121,2,9,816,1327,1818,6,2,9,1,1,1,1
2031,1,2.2,1,5,1,39,0.6,172,5,12,787,1495,2189,8,5,13,1,1,1,2
2799,1,2.2,1,10,1,60,0.7,188,7,17,1129,1444,3920,16,5,18,1,1,1,3
708,0,1.1,0,2,0,15,0.6,135,3,4,174,613,379,9,5,7,0,1,0,0
1471,1,2.2,1,4,1,29,0.8,126,2,5,796,918,1215,9,6,16,1,1,1,1
1627,1,2.3,1,9,1,17,1.0,159,4,13,667,1265,1939,9,7,15,1,1,1,2
3317,1,2.3,1,12,1,63,0.8,182,7,18,1077,1684,3868,15,4,19,1,1,1,3
597,0,1.2,1,2,0,12,0.1,141,3,2,159,760,388,13,2,11,0,1,0,0
1470,1,1.5,1,5,0,8,0.7,176,3,7,646,1265,1285,16,3,12,1,1,1,1
1690,1,2.2,1,9,1,41,0.8,156,5,11,688,1576,1933,10,3,15,1,1,1,2
2508,1,3.2,1,13,1,50,0.7,150,7,18,1109,1402,3082,11,6,14,1,1,1,3
711,0,0.8,1,2,0,8,0.1,136,3,6,506,890,1023,10,2,12,0,0,1,0
1584,1,1.5,1,2,0,19,0.7,132,2,6,756,1029,1697,8,5,8,1,1,1,1
2017,1,1.8,1,7,1,29,0.9,141,5,9,730,1043,2840,13,5,11,1,1,1,2
3038,1,3.2,1,12,1,61,1.4,174,7,15,1277,1705,3052,15,5,17,1,1,1,3
798,1,1.0,1,0,0,10,0.4,131,3,5,182,554,631,14,2,9,0,1,1,0
1389,1,1.4,1,2,1,11,0.7,145,3,4,841,954,1028,10,5,16,1,1,1,1
2129,1,1.7,1,7,1,47,1.0,189,4,8,660,1036,2805,14,5,14,1,1,1,2
2085,1,2.8,1,14,1,44,0.9,197,6,17,1087,1777,3268,10,7,12,1,1,1,3
991,0,0.7,1,2,0,7,0.3,88,1,5,301,822,584,11,2,14,0,1,0,0
1563,1,2.1,1,4,0,25,0.5,129,4,7,703,1381,1368,9,6,14,1,1,1,1
1946,1,1.9,1,12,1,39,0.6,154,4,11,793,1374,2489,17,7,11,1,1,1,2
2915,1,2.2,1,10,1,58,1.4,171,7,16,1061,1566,3123,18,5,13,1,1,1,3
716,0,1.4,1,2,0,10,0.2,106,2,1,169,952,660,11,5,6,0,0,1,0
1268,1,2.0,1,6,1,17,0.6,165,3,8,582,1315,1402,10,5,13,1,1,1,1
2116,1,1.6,1,9,1,39,0.9,135,4,9,790,1134,2424,11,7,15,1,1,1,2
3204,1,2.9,1,12,1,49,0.9,171,7,19,1187,1757,3000,19,5,18,1,1,1,3
534,0,1.0,0,1,0,6,0.2,143,2,2,589,652,410,9,5,9,0,1,0,0
1476,1,1.0,1,4,0,28,0.6,143,3,5,614,920,1107,13,5,8,1,1,1,1
1827,1,1.9,1,6,1,42,0.7,149,5,9,647,1062,2852,16,7,10,1,1,1,2
3439,1,3.0,1,10,1,52,1.3,197,6,18,1037,1960,3421,14,7,15,1,1,1,3
846,1,1.3,1,3,0,10,0.2,138,1,1,295,493,486,7,4,14,0,0,0,0
1117,1,2.1,1,2,1,11,0.5,172,3,7,411,831,1629,12,4,15,1,1,1,1
1481,1,2.3,1,12,1,30,0.8,157,4,13,888,1309,1942,11,5,18,1,1,1,2
2111,1,3.0,1,10,1,46,1.2,158,6,18,1171,1852,3153,12,4,16,1,1,1,3
1041,0,1.3,0,1,0,15,0.4,132,2,5,399,726,594,13,5,13,0,0,0,0
1128,1,1.1,1,6,1,13,0.5,175,4,6,480,1034,1751,14,4,14,1,1,1,1
2045,1,2.4,1,10,1,22,0.7,159,5,13,884,1252,2973,14,7,15,1,1,1,2
3429,1,2.5,1,12,1,63,0.7,154,7,18,1264,1512,3414,13,5,18,1,1,1,3
505,0,0.7,1,3,0,9,0.4,128,3,4,281,423,1064,12,5,5,0,0,0,0
1023,1,1.6,1,4,0,11,0.5,120,4,6,433,920,1746,7,2,8,1,1,1,1
1521,1,2.3,1,11,1,26,0.8,156,5,10,661,1596,2122,12,3,18,1,1,1,2
3246,1,2.8,1,14,1,34,1.0,187,7,19,1109,1441,3389,16,6,14,1,1,1,3
1010,0,1.3,0,3,0,15,0.3,135,3,4,440,968,346,9,4,10,0,1,0,0
1435,1,1.3,1,1,0,10,0.5,156,2,5,510,1342,1536,16,4,12,1,1,1,1
1710,1,2.5,1,8,1,18,0.7,149,5,14,758,1105,2947,15,4,11,1,1,1,2
3148,1,3.0,1,11,1,39,1.3,194,6,16,1071,1606,3161,14,5,19,1,1,1,3
633,1,1.2,0,4,0,7,0.3,118,1,1,477,899,1172,7,2,9,0,1,0,0
1050,1,1.5,1,3,1,29,0.5,140,4,4,863,1287,1913,11,6,12,1,1,1,1
1638,1,2.2,1,7,1,46,0.7,132,5,8,971,1426,2662,10,5,15,1,1,1,2
2840,1,2.5,1,12,1,40,0.7,143,6,16,1307,1682,3912,10,6,14,1,1,1,3
582,0,1.1,1,2,0,8,0.2,125,3,5,222,882,1007,11,3,5,0,1,1,0
1559,1,1.2,1,5,1,10,0.6,179,3,9,483,1173,1135,16,6,13,1,1,1,1
1640,1,1.6,1,9,1,30,1.0,135,4,14,639,1172,1915,10,6,18,1,1,1,2
3235,1,2.8,1,10,1,46,1.2,170,7,15,1025,1777,3880,12,7,17,1,1,1,3
896,1,0.9,1,4,0,5,0.1,95,3,4,377,535,865,13,3,7,0,1,0,0
1006,1,1.4,1,2,0,21,0.7,161,4,4,458,1016,1215,9,6,17,1,1,1,1
2125,1,1.9,1,8,1,44,0.7,178,4,9,633,1369,2667,8,3,18,1,1,1,2
3396,1,3.3,1,14,1,46,0.9,165,7,18,1302,1669,3639,17,7,12,1,1,1,3
760,1,1.1,0,0,0,4,0.4,111,3,6,365,484,398,12,2,13,0,1,1,0
1189,1,2.0,1,6,1,19,0.4,160,2,4,764,995,1540,8,3,10,1,1,1,1
1535,1,1.6,1,12,1,31,0.7,133,5,13,965,1110,2779,13,4,12,1,1,1,2
2658,1,3.2,1,14,1,53,0.8,199,6,19,1371,1499,3714,13,5,18,1,1,1,3
599,1,1.3,1,4,0,12,0.2,129,3,0,399,783,824,5,4,12,0,1,0,0
1188,1,1.8,1,6,0,30,0.6,158,3,9,794,890,1414,15,4,10,1,1,1,1
1844,1,1.9,1,7,1,46,0.7,198,4,11,869,1312,2601,10,4,10,1,1,1,2
3253,1,2.3,1,14,1,51,1.5,175,7,14,1150,1827,3616,11,5,18,1,1,1,3
822,0,1.5,1,2,0,10,0.6,110,1,0,532,512,689,7,2,13,0,1,0,0
1282,1,2.0,1,1,1,16,0.5,132,3,9,436,1250,1850,15,3,10,1,1,1,1
2059,1,2.3,1,10,1,21,1.0,161,5,10,1042,1553,2933,13,4,18,1,1,1,2
3457,1,3.3,1,14,1,52,1.3,154,7,18,1019,1746,3538,18,6,18,1,1,1,3
1088,0,1.2,1,4,0,12,0.3,103,2,2,496,429,1098,5,2,11,0,1,0,0
1375,1,1.8,1,5,1,11,0.7,125,2,8,811,906,1225,13,6,15,1,1,1,1
1416,1,1.7,1,6,1,22,0.7,163,5,14,783,1293,1813,10,6,11,1,1,1,2
2561,1,2.5,1,13,1,46,1.4,165,7,19,1264,1947,3154,13,4,17,1,1,1,3
815,0,0.5,0,0,0,8,0.2,135,2,7,414,830,1246,8,3,6,0,1,0,0
1525,1,2.1,1,5,1,11,0.7,124,2,9,686,1285,1733,10,5,12,1,1,1,1
1634,1,1.9,1,11,1,36,0.6,146,4,13,771,1199,2558,14,7,15,1,1,1,2
2906,1,2.8,1,12,1,46,1.1,178,6,14,1313,1807,3793,13,5,12,1,1,1,3
512,0,0.9,1,3,0,5,0.3,137,3,6,319,761,868,6,2,9,0,0,0,0
1373,1,1.9,1,3,0,25,0.8,155,3,5,465,854,1241,10,6,13,1,1,1,1
2111,1,2.5,1,9,1,31,0.9,137,5,11,633,1198,2000,8,7,16,1,1,1,2
2219,1,3.2,1,13,1,55,1.2,191,6,15,1261,1452,3130,19,7,14,1,1,1,3
601,0,0.6,0,4,0,8,0.4,97,1,2,180,536,430,7,5,7,0,1,0,0
1544,1,2.0,1,3,0,15,0.5,170,2,8,774,856,1949,10,4,12,1,1,1,1
1446,1,2.0,1,7,1,23,0.8,199,4,9,630,1326,2656,12,6,12,1,1,1,2
2329,1,3.2,1,11,1,50,1.2,146,6,18,1043,1478,3312,13,6,19,1,1,1,3
919,1,0.9,0,1,0,6,0.4,136,3,2,533,522,887,10,2,8,0,1,1,0
1060,1,1.8,1,2,1,27,0.7,139,2,9,774,1140,1454,16,2,9,1,1,1,1
2141,1,1.8,1,12,1,29,0.9,138,4,11,779,1342,2765,16,3,16,1,1,1,2
2569,1,2.2,1,14,1,42,1.5,152,6,12,1320,1618,3065,19,4,15,1,1,1,3
911,1,0.9,1,0,0,15,0.1,83,2,4,172,975,581,13,3,5,0,1,1,0
1526,1,1.2,1,6,0,22,0.7,123,4,7,735,923,1144,12,2,14,1,1,1,1
1498,1,2.0,1,7,1,20,0.6,159,4,9,737,1142,2741,9,5,10,1,1,1,2
3257,1,2.4,1,14,1,56,1.3,150,7,14,1261,1402,3838,13,7,16,1,1,1,3
897,1,1.4,1,1,0,12,0.2,98,2,4,227,738,464,5,5,9,0,0,1,0
1256,1,1.7,1,4,0,10,0.6,122,4,9,852,1198,1753,11,3,9,1,1,1,1
2020,1,1.8,1,9,1,31,0.7,198,4,9,650,1232,2905,9,5,14,1,1,1,2
3303,1,2.5,1,14,1,46,1.4,158,6,14,1328,1827,3522,10,7,17,1,1,1,3
672,1,0.5,0,2,0,13,0.4,149,1,6,376,505,777,14,3,13,0,1,1,0
1143,1,1.6,1,4,0,29,0.5,155,4,9,859,1390,1022,16,2,13,1,1,1,1
1717,1,2.4,1,11,1,31,0.9,169,5,14,720,1336,2958,15,7,16,1,1,1,2
2866,1,2.7,1,11,1,38,1.2,181,7,12,1214,1707,3406,14,7,15,1,1,1,3
824,1,0.7,0,0,0,9,0.2,83,3,7,563,989,631,12,3,8,0,0,1,0
1324,1,1.3,1,2,0,30,0.6,156,4,6,578,802,1587,16,5,14,1,1,1,1
1417,1,2.1,1,9,1,35,0.9,157,4,11,641,1045,2210,12,3,17,1,1,1,2
2406,1,2.8,1,10,1,39,0.8,172,7,16,1108,1447,3734,16,6,18,1,1,1,3
840,0,1.2,1,3,0,11,0.1,99,1,1,216,418,1294,8,2,13,0,1,0,0
1226,1,2.1,1,1,1,13,0.4,129,4,4,629,1193,1922,10,2,9,1,1,1,1
1527,1,2.4,1,12,1,40,0.7,175,4,14,1031,1164,2684,17,5,11,1,1,1,2
3333,1,2.7,1,14,1,42,1.2,174,7,19,1386,1728,3700,18,5,19,1,1,1,3
569,0,1.4,1,1,0,12,0.6,132,2,0,289,708,561,10,5,9,0,1,0,0
1074,1,1.0,1,2,1,28,0.5,153,3,5,730,1162,1100,15,2,16,1,1,1,1
1760,1,1.6,1,10,1,17,0.8,162,5,14,1099,1557,2553,16,6,13,1,1,1,2
3062,1,2.7,1,10,1,49,1.3,186,7,14,1005,1499,3602,16,4,17,1,1,1,3
1035,0,0.5,0,4,0,10,0.2,149,2,4,430,643,1253,14,4,7,0,1,1,0
1136,1,1.7,1,3,0,24,0.5,142,4,9,612,1314,1234,12,5,17,1,1,1,1
1640,1,1.8,1,6,1,40,0.9,172,5,8,991,1076,2967,9,5,14,1,1,1,2
2871,1,3.4,1,14,1,61,1.4,163,6,17,1080,1797,3303,15,6,14,1,1,1,3
542,0,1.5,0,3,0,11,0.3,120,3,4,593,549,1231,9,4,6,0,1,0,0
1326,1,1.5,1,6,1,29,0.6,155,4,4,595,1006,1237,13,5,15,1,1,1,1
1906,1,2.2,1,11,1,22,0.7,196,4,13,660,1129,2257,15,6,18,1,1,1,2
2063,1,3.2,1,11,1,56,0.9,144,6,12,1159,1763,3025,17,7,15,1,1,1,3
934,0,1.2,1,3,0,15,0.3,93,1,3,371,426,1103,13,3,8,0,1,1,0
1597,1,1.0,1,4,1,9,0.7,179,4,9,765,912,1935,8,6,14,1,1,1,1
1928,1,1.8,1,12,1,39,1.0,181,4,14,1014,1478,2052,15,6,15,1,1,1,2
2824,1,2.6,1,10,1,50,0.7,173,7,13,1085,1984,3022,11,7,13,1,1,1,3
863,1,0.5,1,4,0,5,0.3,143,1,3,277,452,1181,6,2,11,0,0,0,0
1406,1,2.2,1,2,0,21,0.7,174,2,5,649,1252,1301,12,2,15,1,1,1,1
1698,1,2.4,1,6,1,47,1.0,167,5,11,1072,1190,2837,12,3,10,1,1,1,2
3201,1,3.2,1,10,1,33,1.5,183,6,16,1114,1696,4035,18,6,12,1,1,1,3
1088,0,0.8,1,3,0,7,0.3,125,3,6,269,558,622,13,2,8,0,0,0,0
1171,1,1.9,1,1,1,28,0.5,168,3,6,549,1397,1048,14,4,12,1,1,1,1
1883,1,2.1,1,5,1,41,0.8,153,4,12,690,1335,2116,11,6,12,1,1,1,2
2916,1,2.7,1,11,1,33,1.1,191,7,15,1300,1448,3565,12,5,17,1,1,1,3
1090,0,1.2,1,3,0,10,0.1,123,3,1,397,996,765,5,5,8,0,0,0,0
1380,1,2.1,1,2,0,16,0.5,125,3,6,510,963,1559,11,4,9,1,1,1,1
1987,1,1.9,1,11,1,29,0.9,187,5,11,715,1561,2236,17,3,10,1,1,1,2
3228,1,2.4,1,11,1,61,1.0,193,7,13,1127,1711,3783,13,6,19,1,1,1,3
712,1,1.2,0,3,0,8,0.3,85,2,2,381,465,325,13,3,11,0,1,0,0
1013,1,1.5,1,3,1,12,0.8,170,4,7,777,831,1788,8,3,15,1,1,1,1
2109,1,1.7,1,12,1,28,0.7,174,4,12,774,1526,2509,16,6,11,1,1,1,2
2752,1,2.8,1,12,1,49,1.3,140,6,13,1009,1583,3392,10,5,14,1,1,1,3
539,0,1.5,1,0,0,10,0.6,99,1,7,189,996,388,10,2,12,0,0,0,0
1174,1,2.2,1,2,1,17,0.6,125,4,8,748,1096,1935,13,4,14,1,1,1,1
1778,1,2.2,1,12,1,45,0.9,139,5,11,743,1568,2999,10,6,19,1,1,1,2
2002,1,3.2,1,10,1,45,0.8,154,7,16,1381,1961,3290,12,6,12,1,1,1,3
799,1,1.0,0,1,0,10,0.3,90,3,4,522,953,366,11,2,5,0,0,1,0
1053,1,2.1,1,6,1,29,0.7,147,4,7,518,886,1355,11,5,15,1,1,1,1
1610,1,1.7,1,8,1,22,0.9,164,5,14,1084,1092,2515,14,3,15,1,1,1,2
2439,1,2.3,1,11,1,32,1.1,167,7,15,1377,1991,3467,16,4,17,1,1,1,3
1041,1,1.3,1,0,0,10,0.3,129,2,1,206,651,388,7,2,12,0,1,0,0
1161,1,2.1,1,2,0,15,0.8,173,2,6,514,1220,1386,7,6,13,1,1,1,1
1780,1,2.4,1,9,1,44,0.7,145,4,9,782,1160,2477,14,6,17,1,1,1,2
2387,1,2.8,1,11,1,36,1.3,145,6,19,1007,1537,3575,19,6,17,1,1,1,3
778,1,0.8,1,3,0,4,0.3,119,3,5,257,568,1089,6,3,10,0,0,1,0
1490,1,1.4,1,3,1,20,0.6,135,2,6,590,889,1744,10,6,8,1,1,1,1
1997,1,2.5,1,5,1,35,1.0,194,5,8,881,1335,2630,10,4,10,1,1,1,2
2585,1,2.8,1,10,1,33,1.3,184,7,17,1012,1649,3273,19,7,19,1,1,1,3
672,0,0.9,0,0,0,7,0.4,116,3,4,447,510,1075,13,4,12,0,1,0,0
1577,1,1.6,1,3,0,21,0.8,122,4,6,477,1122,1447,7,5,13,1,1,1,1
1488,1,1.7,1,12,1,24,0.8,139,5,12,893,1113,2046,13,3,15,1,1,1,2
2578,1,3.4,1,11,1,48,1.0,176,7,12,1112,1481,3652,19,4,14,1,1,1,3
938,0,1.3,0,2,0,13,0.4,129,2,3,351,541,779,13,5,8,0,1,0,0
1257,1,1.2,1,3,1,31,0.5,159,3,5,702,915,1735,6,3,16,1,1,1,1
1671,1,2.1,1,10,1,42,0.7,140,5,11,938,1259,2140,10,4,15,1,1,1,2
3120,1,2.9,1,10,1,58,0.9,167,7,16,1132,1855,3046,11,5,14,1,1,1,3
620,1,1.3,1,4,0,12,0.1,133,1,3,196,525,776,8,5,7,0,1,1,0
1230,1,1.8,1,3,0,14,0.4,159,4,7,657,1033,1736,10,4,10,1,1,1,1
1643,1,1.5,1,9,1,45,0.6,161,5,11,610,1110,2794,8,3,18,1,1,1,2
2883,1,3.5,1,13,1,51,1.1,182,6,19,1261,1498,3738,15,4,15,1,1,1,3
985,1,0.9,0,3,0,6,0.5,120,1,7,422,678,734,11,5,5,0,1,1,0
1565,1,1.4,1,2,0,26,0.5,167,2,5,816,1256,1646,8,5,15,1,1,1,1
1586,1,1.8,1,10,1,31,0.8,187,5,13,901,1008,1852,11,3,13,1,1,1,2
2249,1,3.0,1,12,1,55,0.8,180,7,12,1264,1645,3984,17,4,17,1,1,1,3
586,0,0.7,0,0,0,11,0.5,113,1,5,409,517,1054,13,4,8,0,0,0,0
1083,1,2.1,1,1,0,24,0.7,157,3,7,639,1234,1216,11,2,17,1,1,1,1
2016,1,1.6,1,6,1,34,0.6,160,4,8,827,1360,2688,10,4,16,1,1,1,2
2591,1,2.3,1,12,1,50,1.4,143,6,14,1114,1978,3494,17,7,16,1,1,1,3
987,0,1.0,1,0,0,15,0.4,146,3,6,183,866,440,6,2,10,0,1,0,0
1384,1,2.1,1,6,1,28,0.6,165,2,8,738,1293,1505,7,5,16,1,1,1,1
1801,1,2.3,1,9,1,42,0.9,133,4,14,817,1351,2429,17,4,16,1,1,1,2
3434,1,3.5,1,11,1,41,1.4,199,6,19,1390,1502,4063,14,6,15,1,1,1,3
713,1,1.4,1,0,0,13,0.2,143,2,7,153,644,539,9,3,8,0,0,0,0
1437,1,1.9,1,3,1,24,0.6,147,2,7,424,973,1062,16,3,14,1,1,1,1
1446,1,1.7,1,5,1,27,0.8,147,4,13,790,1355,2130,15,6,17,1,1,1,2
3187,1,2.4,1,12,1,53,1.3,144,7,15,1211,1875,3046,12,6,16,1,1,1,3
868,1,1.4,0,4,0,15,0.2,122,1,1,306,546,1010,12,4,7,0,0,1,0
1322,1,1.4,1,1,1,27,0.8,147,4,6,766,946,1029,15,5,17,1,1,1,1
1527,1,1.7,1,12,1,43,0.8,167,5,12,867,1364,2453,9,5,14,1,1,1,2
3130,1,2.6,1,12,1,48,1.1,159,6,12,1071,1543,3548,19,5,15,1,1,1,3
888,1,0.6,0,4,0,9,0.3,85,2,1,503,780,989,8,3,6,0,0,1,0
1488,1,2.2,1,2,1,28,0.4,126,4,8,803,1023,1469,16,3,13,1,1,1,1
1931,1,2.5,1,6,1,45,0.9,132,4,8,1062,1031,2705,15,5,13,1,1,1,2
2233,1,2.5,1,13,1,40,1.0,144,6,15,1035,1928,3351,10,7,18,1,1,1,3
619,0,1.2,1,3,0,5,0.3,87,1,7,369,965,1009,6,4,6,0,0,0,0
1306,1,1.9,1,3,1,25,0.6,153,2,8,883,1193,1659,14,6,10,1,1,1,1
1915,1,1.9,1,10,1,27,1.0,194,4,11,825,1488,2995,10,3,19,1,1,1,2
2793,1,2.5,1,12,1,36,0.8,176,7,18,1117,1971,3261,15,4,16,1,1,1,3
959,1,1.4,1,3,0,9,0.2,128,2,4,539,731,896,12,3,5,0,0,1,0
1203,1,1.4,1,1,1,14,0.4,161,3,4,618,1080,1786,8,4,12,1,1,1,1
